Numero Documento;Fecha de Creacion;Tipo de CDP;Estado;Dependencia;Dependencia Descripcion;Rubro;Descripcion;Fuente;Recurso;Sit; Valor Inicial ; Valor Operaciones ; Valor Actual ; Saldo por Comprometer ;Objeto;Solicitud CDP;Compromisos;Cuentas por Pagar;Obligaciones;Ordenes de Pago;Reintegros
1125;2025-01-08 15:57:00;Gasto;Con Compromiso;911310;CENTRO AGORPECUARIO-CAUCA;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 19.277.221,00 ; $ -   ; $ 19.277.221,00 ; $ 3.617.721,00 ;OTROS MATERIALES: RECURSOS PARA COMPRA DE CONTENEDORES CANECAS Y/O PUNTOS ECOLOGICOS PARA SEPARACION ADECUADA DE LOS RESIDUOS $ 13727221, INSUMOS QUIMICOS PARA OPERAR LOS SISTEMAS DE TRATAMIENTO DE AGUA $ 750000, KIT DE CONTROL DE DERRAMES $ 4800000;1125;321125;-0;-0;-0;-0
1225;2025-01-08 16:03:00;Gasto;Con Compromiso;911310;CENTRO AGORPECUARIO-CAUCA;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 65.920.000,00 ; $ 1.704.524,00 ; $ 67.624.524,00 ; $ 21.593.549,00 ;VIÁTICOS ADMINISTRATIVOS: ASIG. DE VIÁTICOS PARA ATENDER LAS ACCIONES ADMINISTRATIVAS DE ACUERDO CON EL COMPORTAMIENTO PRESUPUESTAL DE LA DEPENDENCIA-CORRESPONDE A VIÁTICOS DE FUNCIONARIOS, T.O Y GASTOS DE VIAJE DE CONTRATISTAS AREAS ADMINISTRATIVAS;1225;18425, 29225, 29425, 41825, 41925, 44425, 44525, 44625, 44925, 45125, 47225, 47325, 57925, 60825, 60925, 61025, 61225, 62425, 62625, 63825, 63925, 64025, 64225, 64425, 64625, 64725, 69425, 72125, 75225, 75325, 75625, 80125, 98825, 102025, 103225, 106225, 106325, 107525, 116425, 116725, 117325, 117425, 133525, 133925, 140325, 140425, 140525, 164925, 165725, 171225, 171425, 177825, 177925, 178025, 178425, 183725, 208525, 226825, 226925, 229525, 229925, 230525, 235525, 238625, 238725, 238825, 238925, 239025, 239125, 239225, 239325, 239425, 239525, 239625, 239725, 239825, 239925, 240025, 240125, 240225, 240325, 240425, 241125, 241525, 241625, 241725, 241825, 241925, 242025, 242125, 247925, 248025, 248125, 248225, 282725, 282825, 282925, 285925, 291425, 291625, 300425, 300525, 300625, 301125, 306125, 306225, 311525, 315925, 316225, 327525, 328525, 328625, 355225, 355325, 357825, 363825, 363925, 368925, 369025, 377925, 378125, 378225, 381725, 381825, 383425, 383825, 385925, 387325, 387525, 388725, 427525, 427625, 451425, 452725, 452825, 452925, 453025, 453125, 458525, 459925, 460125;3825, 4025, 4825, 5325, 8425, 8625, 8925, 9025, 9125, 18925, 27325, 47725, 47825, 47925, 48025, 51425, 51725, 60125, 60225, 66525, 107325, 146225, 147525, 147625, 147725, 164325, 173625;4125, 4225, 4525, 8025, 8125, 40525, 40625, 41825, 41925, 42025, 49425, 51925, 55125, 55325, 56425, 56525, 60825, 65525, 66325, 66925, 67025, 95025, 99025, 99125, 99225, 99325, 99425, 100325, 102125, 110325, 110425, 110625, 160125, 160925, 161225, 164325, 180025, 181525, 181825, 181925, 182025, 182125, 183125, 186025, 194925, 196125, 197825, 217725, 225425, 261925, 262825, 263425, 265125, 269225, 270025, 301025, 314925, 316225, 316325, 316825, 319525, 321725, 355725, 356225, 356525, 356725, 357125, 357425, 358625, 358925, 361225, 361725, 361825, 362125, 362325, 363425, 364125, 364625, 365125, 365225, 365725, 366625, 367425, 367525, 368425, 368525, 368625, 368825, 369025, 369325, 369625, 369725, 401825, 402225, 402325, 402625, 407625, 407725, 418825, 418925, 420325, 450425, 459525, 459625, 463125, 466025, 466625, 466725, 467225, 469225, 541225, 541325, 541425, 541925, 542025, 542125, 544125, 544225, 544425, 546325, 563125, 563225, 563325, 564025, 564525, 564625, 564725, 621125, 621725, 622825, 623625, 624625, 624725, 626725, 626825;42543625, 42543725, 42544025, 42547825, 42547925, 60504625, 60504725, 60506025, 60506225, 60506325, 60514325, 60517025, 74663325, 83275225, 83276925, 83278125, 83278325, 100640525, 101381225, 101381325, 101381425, 101381525, 101381625, 101382625, 101384925, 112947225, 112947325, 112947525, 128798225, 128799725, 128800425, 142625125, 150944025, 150945525, 150945825, 150945925, 150946025, 150946125, 150947125, 150950225, 154025325, 154027525, 154031325, 159109525, 159118825, 180015125, 180016625, 180017525, 180019425, 180023725, 180024525, 188387025, 197961625, 197963125, 197963225, 197963725, 197966925, 202963025, 232878425, 232879025, 232879325, 232879525, 232880025, 232880425, 232881625, 232881925, 232884325, 232884825, 232884925, 232885225, 232885425, 232886825, 232887525, 232888125, 232888625, 232888725, 232889325, 232890225, 232891225, 232891325, 232892225, 232892325, 232892425, 232892625, 232892825, 232893125, 232893425, 232893525, 249084625, 249085025, 249085125, 249085525, 249092225, 249092325, 254188325, 254188425, 254190125, 268920725, 292226725, 292236225, 292236325, 292240025, 292242925, 292243525, 292248525, 292249025, 292251225, 314406725, 314406825, 314406925, 314407425, 314407625, 314407725, 314409925, 314410025, 314410225, 314413125, 331528025, 331528125, 331528225, 331528925, 331529425, 331529525, 331529625, 341654925, 341655525, 341656625, 354737425, 354738725, 354738825, 354741725, 354742125;225, 625, 1025, 1125, 1725, 2525, 3025, 4425
1325;2025-01-08 16:06:00;Gasto;Con Compromiso;911310;CENTRO AGORPECUARIO-CAUCA;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 1.500.000,00 ; $ -   ; $ 1.500.000,00 ; $ -   ;TRANSPORTE: INCLUYE RECURSOS PARA EL PAGO A EMPLEADOS PÚBLICOS Y/O TRABAJADORES OFICIALES DEL TRANSPORTE PERMANENTE U OCASIONAL, EMBALAJE, CARGUE, PAQUETERÍA, CORREO Y MENSAJERÍA DE MATERIALES DE FORMACIÓN Y OTROS.;1325;230625, 459025;70325, 174525;-0;-0;-0
1425;2025-01-08 16:09:00;Gasto;Con Compromiso;911310;CENTRO AGORPECUARIO-CAUCA;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Propios;INGRESOS CORRIENTES;CSF; $ 16.500.000,00 ; $ -   ; $ 16.500.000,00 ; $ -   ;PROTECCION APRENDICES: COMPRA DE ELEMENTOS DE PROTECCIÓN Y DOTACIÓN - APRENDICES;1425;267925;159925;560325;326518025;-0
1525;2025-01-08 16:12:00;Gasto;Con Compromiso;911310;CENTRO AGORPECUARIO-CAUCA;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Propios;OTROS RECURSOS DE TESORERIA;CSF; $ 9.227.770,00 ;-$ 3.000.000,00 ; $ 6.227.770,00 ; $ 4.131.670,00 ;NOMINA: OTROS GASTOS ASOCIADOS A LA NOMINA RECURSOS PARA ALIMENTACIÓN DE TRABAJADORES OFICIALES DE ACUERDO AL ARTÍCULO 101 DE LA CONVENCIÓN COLECTIVA DE TRABAJO;1525;166225, 166325, 236525, 311325, 376725, 387625, 387725;54525, 54625, 74025, 131725, 146725, 164625, 164725;217425, 217525, 355425, 508125, 555225, 618425, 618525;155678225, 155678325, 216741925, 297067425, 314428725, 338150325, 338150425;-0
1625;2025-01-08 16:16:00;Gasto;Generado;911310;CENTRO AGORPECUARIO-CAUCA;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 2.000.000,00 ; $ -   ; $ 2.000.000,00 ; $ 2.000.000,00 ;SERVICIOS PERSONALES: SERVICIOS VACUNACION PARA APRENDICES DEL CENTRO AGROPECUARIO;1625;-0;-0;-0;-0;-0
1725;2025-01-08 16:20:00;Gasto;Con Compromiso;911310;CENTRO AGORPECUARIO-CAUCA;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 635.152.077,00 ; $ 1.400.000,00 ; $ 636.552.077,00 ; $ 1.466.462,00 ;SERVICIOS PERSONALES: CONTRATOS SERVICIOS PERSONALES INDIRECTOS DE APOYO ADMINISTRATIVO Y MISIONAL;1725;225, 325, 525, 1125, 1525, 2225, 2525, 2825, 3025, 3125, 3225, 3625, 3725, 4125, 4225, 4425, 4925, 13125, 16125, 24925, 25025, 43125, 49825, 98225, 98925, 251525, 311825, 340525;225, 150225;125, 225, 325, 425, 725, 825, 1025, 1925, 9325, 10025, 10325, 10425, 10625, 10825, 10925, 11125, 11625, 17625, 19825, 23325, 25625, 25725, 26025, 26225, 26425, 26525, 31525, 35225, 67425, 67725, 68225, 68425, 68525, 68625, 68725, 68925, 69025, 69125, 69225, 69425, 69825, 72625, 84425, 85025, 92425, 94225, 94325, 94625, 129225, 129325, 130025, 130225, 130925, 131225, 131425, 131625, 131725, 131925, 132025, 132325, 132425, 132925, 140825, 142925, 149625, 149725, 155325, 155525, 158425, 158925, 225825, 225925, 226625, 226925, 227625, 228025, 228225, 228325, 228725, 228925, 236525, 239125, 244925, 245025, 249625, 250425, 250625, 250725, 251325, 251425, 251525, 251625, 325925, 326525, 326725, 327325, 327725, 327925, 328025, 328325, 328525, 328625, 328825, 335025, 337125, 342725, 342825, 347225, 348125, 349125, 349325, 349525, 353625, 420625, 420725, 421425, 421925, 422425, 422825, 423025, 423125, 423425, 423525, 423825, 430525, 432625, 438925, 439025, 443925, 444825, 445025, 446025, 472225, 472425, 511125, 511225, 511925, 512325, 512925, 513325, 513525, 513625, 513925, 514025, 514325, 514425, 522625, 525025, 531225, 536425, 537225, 537425, 538225, 538525, 618725;18210725, 18226925, 18227025, 18227125, 18227425, 18227525, 18227825, 18228725, 48585025, 48586125, 48586425, 48586525, 48586725, 48587125, 48587225, 48587425, 48588125, 48597625, 48603625, 48610225, 48650025, 48650125, 48650425, 48650625, 48650825, 48651025, 48657625, 48662925, 88440025, 88440425, 88441025, 88441325, 88441525, 88441725, 88441825, 88442025, 88442125, 88442225, 88442325, 88442525, 88442925, 88447725, 88462225, 88511325, 88520125, 88522125, 88522225, 88522625, 128470125, 128470425, 128472325, 128472925, 128473725, 128474125, 128474325, 128474625, 128474825, 128475025, 128475125, 128475525, 128475625, 128476125, 128490425, 128494025, 128504525, 128504625, 128511325, 128511525, 128514825, 128515625, 171305825, 171305925, 171306625, 171306925, 171307625, 171308025, 171308225, 171308325, 171308725, 171308925, 171316925, 171319725, 171342825, 171342925, 171347725, 171348525, 171348725, 171348825, 171349425, 171349525, 171349625, 171349725, 216698625, 216699325, 216699625, 216700225, 216700725, 216700925, 216701025, 216701325, 216701525, 216701625, 216701925, 216711425, 216714225, 216720625, 216720725, 216732025, 216733125, 216734325, 216734525, 216734825, 216739425, 268825125, 268825625, 268828025, 268829125, 268829825, 268830325, 268830725, 268830825, 268831125, 268831225, 268831525, 268840725, 268843725, 268878425, 268878525, 268884225, 268885325, 268885525, 268886925, 292254325, 292254525, 314355525, 314355625, 314356525, 314357325, 314358425, 314359325, 314359825, 314360025, 314360925, 314361225, 314361825, 314362125, 314374625, 314379725, 314394625, 314400525, 314401525, 314402025, 314403325, 314403725, 338150625;-0
1825;2025-01-08 16:24:00;Gasto;Con Compromiso;911310;CENTRO AGORPECUARIO-CAUCA;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 69.581.420,00 ; $ 8.915.142,00 ; $ 78.496.562,00 ; $ -   ;SERVICIOS PERSONALES: CONTRATOS SERVICIOS PERSONALES INDIRECTOS 1 ROL DE APOYO A LA DIVULGACION DE OFERTA POR 10 MESES $3044142 MES Y 1 APOYO A PRESUPUESTO POR 10 MESES $ 3914000 MES;1825;3925, 5925;-0;11025, 12125, 12225, 70025, 85925, 132125, 133925, 230225, 254825, 330125, 349425, 423625, 425225, 514125, 515925;48587325, 48588725, 48588825, 88443225, 88512325, 128475325, 128477425, 171310225, 171353025, 216703525, 216734725, 268831325, 268833625, 314361425, 314365425;-0
1925;2025-01-08 16:27:00;Gasto;Con Compromiso;911310;CENTRO AGORPECUARIO-CAUCA;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 397.610.875,00 ;-$ 26.892.225,00 ; $ 370.718.650,00 ; $ 1.310.400,00 ;SERVICIOS PERSONALES: SPI DESTINACION ESPECIFICA 1 APOYO A LA GESTIÓN DE LA BIBLIOTECA, 1 ABOGADO CONTRATACIÓN, 1 APOYO CONTRATACIÓN, 1 INTÉRPRETE DE LENGUA DE SEÑAS COLOMBIANA, 1 ARTICULADOR DE PLANEACIÓN C. DE FORMACIÓN Y 9 TRABAJADORES DE CAMPO.;1925;125, 625, 925, 1425, 1725, 1825, 1925, 2025, 2725, 2925, 3525, 4025, 15925, 208625, 386025;325, 425, 525, 625;925, 1125, 1725, 1825, 2025, 8225, 8325, 8425, 8525, 9125, 9625, 9725, 9825, 10525, 25525, 26125, 26325, 29225, 33325, 33425, 35325, 35425, 67325, 84525, 84825, 84925, 85125, 85225, 85325, 85425, 85625, 85725, 85825, 86025, 86125, 92225, 129125, 129525, 129825, 130425, 130525, 130625, 130725, 131325, 131525, 132225, 142725, 157225, 158625, 158725, 158825, 225725, 226125, 226425, 227125, 227225, 227325, 227425, 227925, 228125, 228525, 228625, 238925, 251225, 325825, 326025, 326325, 326925, 327025, 327125, 327625, 327825, 328225, 328425, 337025, 354225, 420525, 420925, 421225, 421725, 421825, 422125, 422225, 422725, 422925, 423325, 423725, 432525, 445725, 472125, 511425, 511725, 512225, 512525, 512625, 512725, 513225, 513425, 513825, 514225, 538925, 539025;18227625, 18227925, 18228525, 18228625, 18228825, 48583525, 48583625, 48583725, 48583825, 48584625, 48585325, 48585625, 48585825, 48586625, 48649925, 48650525, 48650725, 48654325, 48660125, 48660325, 48663025, 48663225, 88439925, 88462325, 88511125, 88511225, 88511425, 88511525, 88511625, 88511725, 88512025, 88512125, 88512225, 88512425, 88512525, 88519925, 128469725, 128471025, 128471825, 128473225, 128473325, 128473425, 128473525, 128474225, 128474525, 128475425, 128493825, 128513425, 128515125, 128515225, 128515425, 171305725, 171306125, 171306425, 171307125, 171307225, 171307325, 171307425, 171307925, 171308125, 171308525, 171308625, 171319525, 171349325, 216698525, 216698725, 216699125, 216699825, 216699925, 216700025, 216700625, 216700825, 216701225, 216701425, 216714025, 216740125, 268824825, 268826325, 268827425, 268828725, 268828825, 268829425, 268829525, 268830225, 268830525, 268831025, 268831425, 268843525, 268886425, 292254125, 314355825, 314356225, 314357125, 314357725, 314357925, 314358125, 314359125, 314359625, 314360625, 314361625, 314404225, 314404325;-0
2025;2025-01-08 16:33:00;Gasto;Con Compromiso;911311;CENTRO AGROPECUARIO - INTEGRACION CON LA MEDIA-CAUCA;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 243.493.457,00 ; $ -   ; $ 243.493.457,00 ; $ 64.409.980,00 ;VIÁTICOS FORMACIÓN: VIÁTICOS INSTRUCTORES ARTICULACIÓN CON LA MEDIA PARA ATENDER LAS ACCIONES DE FORMACION.;2025;31425, 31525, 31625, 31725, 31825, 31925, 32025, 32125, 32225, 32325, 32425, 32525, 32625, 32725, 32825, 32925, 33025, 33125, 33225, 33325, 33425, 33525, 33625, 45225, 45325, 45425, 45525, 45625, 45725, 45825, 45925, 46025, 46125, 46225, 46325, 46425, 46525, 46625, 46725, 46825, 46925, 47025, 47125, 55225, 55325, 59825, 72525, 72625, 72725, 72825, 72925, 73025, 73125, 73225, 73325, 73425, 73525, 73625, 73725, 73825, 73925, 74025, 74125, 74225, 74325, 74425, 74525, 74625, 74725, 74825, 84925, 106025, 106125, 116525, 118625, 118725, 118825, 118925, 119025, 119125, 119225, 119325, 119425, 119525, 119625, 119725, 119825, 119925, 120025, 120125, 120225, 120325, 120425, 120525, 120625, 120725, 140625, 140725, 171625, 171725, 171825, 171925, 172025, 172125, 172225, 172325, 172425, 172525, 172625, 172725, 172825, 172925, 173025, 173125, 173225, 173325, 173425, 173525, 173625, 173725, 173825, 173925, 229125, 229725, 230025, 230125, 248625, 248725, 248825, 248925, 249025, 249125, 249225, 249325, 249425, 249525, 249625, 249725, 249825, 249925, 250025, 250125, 250225, 250325, 250425, 250525, 250625, 250725, 250825, 250925, 251025, 285425, 285625, 285725, 291525, 300725, 340625, 340725, 340825, 340925, 341025, 341125, 341225, 341325, 341425, 341525, 341625, 341725, 341825, 341925, 342025, 342125, 342225, 342325, 342425, 342525, 342625, 342725, 342825, 428025, 428125, 428225, 428325, 428425, 428525, 428625, 428725, 428825, 428925, 429025, 429125, 429225, 429325, 429425, 429525, 429625, 429725, 429825, 429925, 430025, 430125, 446425, 459625;51525, 51625;41525, 42225, 42325, 42625, 42725, 43825, 43925, 44025, 44125, 44225, 44325, 45025, 45125, 45425, 45525, 45625, 45725, 45925, 46025, 46325, 46425, 46525, 46625, 47025, 47125, 47225, 47325, 47425, 47725, 47825, 48025, 48125, 48325, 48725, 48825, 49525, 49625, 49725, 49825, 50425, 50525, 50925, 51025, 58925, 59725, 60125, 110525, 110725, 110825, 110925, 111025, 111125, 111225, 111325, 111425, 111525, 111625, 111725, 111825, 111925, 112025, 112125, 112325, 112425, 112525, 112625, 112725, 112825, 113025, 113125, 121025, 164225, 165625, 181225, 182525, 182625, 182825, 183225, 183425, 183525, 183925, 184025, 184225, 184425, 184525, 184625, 184825, 184925, 185225, 185425, 185525, 185725, 185825, 186125, 186425, 186625, 222925, 223025, 257025, 257225, 257325, 257425, 258125, 258325, 258525, 258625, 259025, 259125, 259525, 259625, 259725, 259825, 259925, 260025, 260125, 260225, 260325, 260425, 260525, 260625, 261025, 261225, 316425, 316925, 317925, 318925, 359025, 361525, 361625, 361925, 362625, 362825, 363025, 363125, 363825, 364325, 364425, 364725, 365025, 365325, 365525, 365625, 365925, 366125, 366225, 366825, 366925, 367825, 367925, 368125, 368225, 402125, 402525, 405725, 405825, 457325, 457825, 459925, 460225, 460325, 461625, 461925, 462325, 462525, 462825, 463025, 463425, 463725, 463925, 464225, 464625, 465125, 465325, 465825, 467025, 467325, 468225, 469025, 622725;60505725, 60506525, 60506625, 60507025, 60507125, 60508225, 60508325, 60508425, 60508525, 60508725, 60508825, 60509525, 60509725, 60510125, 60510225, 60510325, 60510425, 60510725, 60510825, 60511125, 60511225, 60511325, 60511425, 60511925, 60512025, 60512125, 60512225, 60512325, 60512625, 60512725, 60512925, 60513025, 60513225, 60513625, 60513725, 60514425, 60514525, 60514625, 60514725, 60515425, 60515525, 60515925, 60516025, 74666125, 74666925, 74667225, 112947425, 112947625, 112947825, 112947925, 112948025, 112948225, 112948325, 112948425, 112948525, 112948625, 112948725, 112948825, 112948925, 112949225, 112949325, 112949425, 112949725, 112949825, 112949925, 112950025, 112950225, 112950325, 112950525, 112950725, 116411325, 142625025, 142626425, 150945225, 150946525, 150946625, 150946825, 150947225, 150947425, 150947525, 150947925, 150948025, 150948225, 150948425, 150948525, 150948625, 150948825, 150948925, 150949325, 150949525, 150949725, 150949925, 150950025, 150950325, 150950625, 150950825, 159116325, 159116425, 171355325, 171355525, 171355625, 171355725, 171356525, 171356725, 171356925, 171357025, 171357425, 171357525, 171357925, 171358025, 171358125, 171358225, 171358325, 171358425, 171358525, 171358725, 171358825, 171358925, 171359025, 171359125, 171359525, 171359725, 197963325, 197964025, 197965225, 197966225, 232882025, 232884625, 232884725, 232885025, 232885825, 232886025, 232886325, 232886425, 232887225, 232887725, 232887925, 232888225, 232888525, 232888925, 232889125, 232889225, 232889525, 232889725, 232889825, 232890525, 232890625, 232891625, 232891725, 232891925, 232892025, 249084925, 249085425, 249090225, 249090425, 292234025, 292234525, 292236625, 292236925, 292237025, 292238425, 292238725, 292239225, 292239425, 292239725, 292239925, 292240325, 292240625, 292240825, 292241125, 292241525, 292242025, 292242225, 292242725, 292248825, 292249125, 292250125, 292250925, 341656525;-0
2125;2025-01-08 16:37:00;Gasto;Con Compromiso;911311;CENTRO AGROPECUARIO - INTEGRACION CON LA MEDIA-CAUCA;C-3603-1300-20-20305C-3603025-02;ADQUIS. DE BYS - SERVICIO DE FORMACIÓN PROFESIONAL INTEGRAL - FORTALECIMIENTO DE LA PRESTACIÓN DEL SERVICIO DE FORMACIÓN PROFESIONAL Y EL RECONOCIMIENTO DE SABERES PREVIOS CON ÉNFASIS EN POBLACIONES CAMPESINAS Y POPULARES EN COLOMBIA NACIONAL;Nación;RECURSOS CORRIENTES;CSF; $ 49.052.798,00 ; $ 2.335.847,00 ; $ 51.388.645,00 ; $ 2.335.847,00 ;SERVICIOS PERSONALES: SERVICIOS PERSONALES INDIRECTOS CONTRATACION DE UN PROFESIONAL DE APOYO PARA ARTICULACIÓN CON LA MEDIA POR 10,5 MESES;2125;3425;-0;10725, 68825, 131825, 228425, 328125, 423225, 513725;48587025, 88441925, 128474925, 171308425, 216701125, 268830925, 314360325;-0
